model_code	model_id	model_initial_id	model_name	model_quarter
MOD_200483	-40483	483	Прецизионные плоскогубцы, пинцет	-4.0
MOD_200484	-40484	484	Дыроколы, шило	-4.0
MOD_200485	-40485	485	Набор ШГИ	-4.0
MOD_200486	-40486	486	Ножницы по металлу	-4.0
MOD_200487	-40487	487	Ножницы арматурные, болторезы	-4.0
MOD_200488	-40488	488	Клещи зажимные	-4.0
MOD_200489	-40489	489	Клещи строительные	-4.0
MOD_200490	-40490	490	Клещи для снятия изоляции	-4.0
MOD_200491	-40491	491	Плоскогубцы многофункциональные	-4.0
MOD_200492	-40492	492	Струбцина	-4.0
MOD_200493	-40493	493	Захваты активные	-4.0
MOD_200494	-40494	494	Струбцины ременные	-4.0
MOD_200495	-40495	495	Молоток	-4.0
MOD_200496	-40496	496	Рукоятка для молотка	-4.0
MOD_200497	-40497	497	Клинья для топоров и молотков	-4.0
MOD_200498	-40498	498	Сменные головки для молотков	-4.0
MOD_200499	-40499	499	Полотно для ножовки	-4.0
MOD_200500	-40500	500	Ножовки и крепления	-4.0
MOD_200501	-40501	501	Пила со стуслом	-4.0
MOD_200502	-40502	502	Пила по дереву или гипсокартону	-4.0
MOD_200503	-40503	503	Пила торцовочная	-4.0
MOD_200504	-40504	504	Напильники и рашпили	-4.0
MOD_200505	-40505	505	Стамеска, долото, резец по дереву	-4.0
MOD_200506	-40506	506	Рубанок ручной	-4.0
MOD_200507	-40507	507	Нож для ручного рубанка	-4.0
MOD_200508	-40508	508	Штангенциркули, микрометры	-4.0
MOD_200509	-40509	509	Циркули и транспортиры	-4.0
MOD_200510	-40510	510	Угломер, угольник	-4.0
MOD_200511	-40511	511	Рулетка измерительная	-4.0
MOD_200512	-40512	512	Карандаш	-4.0
MOD_200513	-40513	513	Дальномер лазерный, ультразвуковой	-4.0
MOD_200514	-40514	514	Детектор обнаружения материалов	-4.0
MOD_200515	-40515	515	Датчики влажности и температуры	-4.0
MOD_200516	-40516	516	Стержни для клеевого пистолета	-4.0
MOD_200517	-40517	517	Степлеры и гвоздезабиватели ручные	-4.0
MOD_200518	-40518	518	Скобы, гвозди	-4.0
MOD_200519	-40519	519	Извлекатель скоб	-4.0
MOD_200520	-40520	520	Клеевой пистолет	-4.0
MOD_200521	-40521	521	Заклепочник	-4.0
MOD_200522	-40522	522	Заклепки, люверсы	-4.0
MOD_200523	-40523	523	Наборы для реставрации фар	-4.0
MOD_200524	-40524	524	Ключи комбинированные, рожковые и накидные	-4.0
MOD_200525	-40525	525	Наборы трафаретов	-4.0
MOD_200526	-40526	526	Зажим с лупой для пайки	-4.0
MOD_200527	-40527	527	Керн, зубило ручное	-4.0
MOD_200528	-40528	528	Ключи разводные, газовые и трубные	-4.0
MOD_200529	-40529	529	Киянка	-4.0
MOD_200530	-40530	530	Пирограф	-4.0
MOD_200531	-40531	531	Точилки для карандашей	-4.0
MOD_200532	-40532	532	Воронка для жидкостей	-4.0
MOD_200533	-40533	533	Верстак складной	-4.0
MOD_200534	-40534	534	Верстак стационарный	-4.0
MOD_200535	-40535	535	Крючки настенные для инструмента	-4.0
MOD_200536	-40536	536	Подставки ролликовые	-4.0
MOD_200537	-40537	537	Шкафчики для инструментов	-4.0
MOD_200538	-40538	538	Ящики, сумки для хранения инструментов	-4.0
MOD_200539	-40539	539	Ящик для хранения инструментов на колесах	-4.0
MOD_200540	-40540	540	Тележки для инструментов	-4.0
MOD_200541	-40541	541	Шкафы для инструментов	-4.0
MOD_200542	-40542	542	Тиски слесарные	-4.0
MOD_200543	-40543	543	Станок сверлильный	-4.0
MOD_200544	-40544	544	Тиски стационарные	-4.0
MOD_200545	-40545	545	Таль	-4.0
MOD_200546	-40546	546	Лебёдки строительные, тали	-4.0
MOD_200547	-40547	547	Точильный станок	-4.0
MOD_200548	-40548	548	Пылесос строительный	-4.0
MOD_200549	-40549	549	Пылесос портативный	-4.0
MOD_200550	-40550	550	Роботы-пылесосы	-4.0
MOD_200551	-40551	551	Пила торцовочная электрическая	-4.0
MOD_200552	-40552	552	Пила стационарная	-4.0
MOD_200553	-40553	553	Стационарные электролобзики	-4.0
MOD_200554	-40554	554	Пилы ленточные по дереву	-4.0
MOD_200555	-40555	555	Станок токарный по дереву	-4.0
MOD_200556	-40556	556	Станки строгальные	-4.0
MOD_200557	-40557	557	Фрезерные станки	-4.0
MOD_200558	-40558	558	Станок универсальный деревообрабатывающий	-4.0
MOD_200559	-40559	559	Станок шлифовальный	-4.0
MOD_200560	-40560	560	Станок токарный по металлу	-4.0
MOD_200561	-40561	561	Пилы ленточные по металлу	-4.0
MOD_200562	-40562	562	Пила монтажная	-4.0
MOD_200563	-40563	563	Компрессор	-4.0
MOD_200564	-40564	564	Мини компрессоры и инфляторы	-4.0
MOD_200565	-40565	565	Шланг для компрессора	-4.0
MOD_200566	-40566	566	Катушки для компрессорного шланга	-4.0
MOD_200567	-40567	567	Переходники и соединители для компрессора	-4.0
MOD_200568	-40568	568	Краскопульт пневматический	-4.0
MOD_200569	-40569	569	Пистолет продувочный пневматический	-4.0
MOD_200570	-40570	570	Пистолет пескоструйный пневматический	-4.0
MOD_200571	-40571	571	Пистолет для мойки пневматический	-4.0
MOD_200572	-40572	572	Пистолет для подкачки с манометром	-4.0
MOD_200574	-40574	574	Гайковерт пневматический	-4.0
MOD_200575	-40575	575	Дрель пневматическая	-4.0
MOD_200576	-40576	576	Степлер пневматический	-4.0
MOD_200577	-40577	577	Гвоздезабивной пневматический пистолет	-4.0
MOD_200578	-40578	578	Гвоздезабиватель, степлер пневматический	-4.0
MOD_200579	-40579	579	Шлифовальная машина пневматическая	-4.0
MOD_200580	-40580	580	Пневматические угловые шлифмашины	-4.0
MOD_200581	-40581	581	Набор пневматических инструментов	-4.0
MOD_200582	-40582	582	Фильтр для компрессора	-4.0
MOD_200583	-40583	583	Предохранительный клапан	-4.0
MOD_200584	-40584	584	Манометры для компрессоров	-4.0
MOD_200585	-40585	585	Реле давления для компрессора	-4.0
MOD_200586	-40586	586	Мини-лубрикатор для компрессора	-4.0
MOD_200587	-40587	587	Пневматические пистолеты для смазки	-4.0
MOD_200588	-40588	588	Пистолеты для антикоррозийной обработки	-4.0
MOD_200589	-40589	589	Генератор	-4.0
MOD_200590	-40590	590	Аксессуары для генератора	-4.0
MOD_200591	-40591	591	Гидравлические тележки	-4.0
MOD_200592	-40592	592	Пылесос для золы	-4.0
MOD_200593	-40593	593	Стружкоотсосы	-4.0
MOD_200594	-40594	594	Радиоприемники строительные	-4.0
MOD_200595	-40595	595	3D принтеры	-4.0
MOD_200596	-40596	596	Лебедка ручная	-4.0
MOD_200597	-40597	597	Стеклоочиститель и пароочиститель	-4.0
MOD_200598	-40598	598	Карусельно-фрезерные станки	-4.0
MOD_200599	-40599	599	Смазка	-4.0
MOD_200600	-40600	600	Принадлежности для смазки	-4.0
MOD_200601	-40601	601	Насосы для замены масла	-4.0
MOD_200602	-40602	602	Круг точильный	-4.0
MOD_200603	-40603	603	Фильтры для пылесоса	-4.0
MOD_200604	-40604	604	Аксессуары для пылесоса	-4.0
MOD_200605	-40605	605	Диск пильный для торцовочной и настолько пилы	-4.0
MOD_200606	-40606	606	Полотно для ручного лобзика	-4.0
MOD_200608	-40608	608	Лента абразивная для шлифмашин	-4.0
MOD_200609	-40609	609	Диски для резки металлов	-4.0
MOD_200610	-40610	610	Аксессуары для станков	-4.0
MOD_200611	-40611	611	Бита	-4.0
MOD_200612	-40612	612	Сверло по керамике	-4.0
MOD_200613	-40613	613	Сверло по стеклу	-4.0
MOD_200614	-40614	614	Сверло по металлу	-4.0
MOD_200615	-40615	615	Сверло по дереву	-4.0
MOD_200616	-40616	616	Сверло по бетону	-4.0
MOD_200617	-40617	617	Сверло универсальное	-4.0
MOD_200618	-40618	618	Зубила, долота и пики для перфоратора	-4.0
MOD_200619	-40619	619	Зенкер	-4.0
MOD_200620	-40620	620	Шнеки для бура	-4.0
MOD_200621	-40621	621	Пробойник, бородок	-4.0
MOD_200622	-40622	622	Набор метчиков и плашек	-4.0
MOD_200623	-40623	623	Аксессуары для дрелей	-4.0
MOD_200624	-40624	624	Лист или рулон абразивный ручной	-4.0
MOD_200625	-40625	625	Диск абразивный	-4.0
MOD_200626	-40626	626	Материал абразивный	-4.0
